accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement
OR855749	OR855749.1	MPXV-ROK-P53/06-2023	2023-07-05	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937634	Chung et al		Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1	0	617	0	good	good	good	good	good	OPG205:732-788	FALSE
OR855748	OR855748.1	MPXV-ROK-P53/05-2023	2023-06-23	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937635	Chung et al		Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1	0	617	0	good	good	good	good	good		FALSE
OR855747	OR855747.1	MPXV-ROK-P53/04-2023	2023-09-15	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937636	Chung et al		Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1	0	620	0	good	good	good	good	good		FALSE
OR855746	OR855746.1	MPXV-ROK-P53/03-2023	2023-06-23	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937641	Chung et al		Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1	0	619	0	good	good	good	good	good		FALSE
OR855745	OR855745.1	MPXV-ROK-P53/02-2023	2023-06-01	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937652	Chung et al		Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1	0	614	0	good	good	good	good	good		FALSE
OR855744	OR855744.1	MPXV-ROK-P53/01-2023	2023-05-03	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937653	Chung et al		Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1	0	617	0	good	good	good	good	good		FALSE
OR804502	OR804502.1	MPV/PT0735/2022	2022-06-02	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1	0.9605241140110240	6933	584	0	good	good	good	good	good		FALSE
OR804501	OR804501.1	MPV/PT0734/2023	2023-09-19	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9479080569345210	9515	597	0	mediocre	good	good	good	good		FALSE
OR804500	OR804500.1	MPV/PT0733/2023	2023-09-19	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9590180975513290	7284	593	0	mediocre	good	good	good	good		FALSE
OR804499	OR804499.1	MPV/PT0732/2023	2023-09-19	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9864154272878010	1103	610	0	good	good	good	good	good		FALSE
OR804498	OR804498.1	MPV/PT0731/2023	2023-09-19	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9736117519991480	3820	610	0	good	good	good	good	good		FALSE
OR804497	OR804497.1	MPV/PT0730/2023	2023-09-18	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9773539747171780	2904	607	0	good	good	good	good	good		FALSE
OR804496	OR804496.1	MPV/PT0729/2023	2023-09-15	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9030520919430660	18281	574	0	mediocre	good	good	good	good		FALSE
OR804495	OR804495.1	MPV/PT0727/2023	2023-09-12	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9764108128939350	3684	610	0	good	good	good	good	good		FALSE
OR804494	OR804494.1	MPV/PT0726/2023	2023-09-14	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9826934876197330	1803	611	0	good	good	good	good	good		FALSE
OR804493	OR804493.1	MPV/PT0725/2023	2023-09-12	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9398100492371040	10414	594	0	mediocre	good	good	good	good		FALSE
OR804492	OR804492.1	MPV/PT0724/2023	2023-09-08	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9718978342773400	4634	612	0	good	good	good	good	good		FALSE
OR804491	OR804491.1	MPV/PT0723/2023	2023-09-07	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9365901150556010	11641	578	0	mediocre	good	good	good	good		FALSE
OR804490	OR804490.1	MPV/PT0722/2023	2023-09-07	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9788954865143070	2594	607	0	good	good	good	good	good		FALSE
OR804489	OR804489.1	MPV/PT0721/2023	2023-09-07	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9627197541694340	5868	593	0	good	good	good	good	good		FALSE
OR804488	OR804488.1	MPV/PT0720/2023	2023-09-05	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9728308545756030	3756	608	0	good	good	good	good	good		FALSE
OR804487	OR804487.1	MPV/PT0719/2023	2023-09-05	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9564167963936740	7033	600	0	mediocre	good	good	good	good		FALSE
OR804486	OR804486.1	MPV/PT0718/2023	2023-09-01	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9157188566444740	15789	589	0	mediocre	good	good	good	good		FALSE
OR804485	OR804485.1	MPV/PT0716/2023	2023-08-31	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9477001556724090	9380	595	0	mediocre	good	good	good	good		FALSE
OR804484	OR804484.1	MPV/PT0715/2023	2023-08-22	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9737283795364310	3571	598	0	good	good	good	good	good		FALSE
OR804483	OR804483.1	MPV/PT0714/2023	2023-08-22	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9009730793219380	18769	572	0	mediocre	good	good	good	good		FALSE
OR804482	OR804482.1	MPV/PT0713/2023	2023-08-21	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9559807108194860	7769	599	0	mediocre	good	good	good	good		FALSE
OR804481	OR804481.1	MPV/PT0711/2023	2023-08-21	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9695297881942510	5225	601	0	good	good	good	good	good		FALSE
OR804480	OR804480.1	MPV/PT0710/2023	2023-08-17	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9682874513840650	4660	607	0	good	good	good	good	good		FALSE
OR804479	OR804479.1	MPV/PT0709/2023	2023-08-13	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9847116510909750	1405	609	0	good	good	good	good	good		FALSE
OR804478	OR804478.1	MPV/PT0708/2023	2023-08-10	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9543327130100550	8216	608	0	mediocre	good	good	good	good		FALSE
OR804477	OR804477.1	MPV/PT0707/2023	2023-08-11	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9838293384176180	1585	613	0	good	good	good	good	good		FALSE
OR804476	OR804476.1	MPV/PT0706/2023	2023-08-11	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9659396883509370	5155	591	0	good	good	good	good	good		FALSE
OR804475	OR804475.1	MPV/PT0705/2023	2023-08-10	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9133305275114220	16264	578	0	mediocre	good	good	good	good		FALSE
OR804474	OR804474.1	MPV/PT0704/2023	2023-08-11	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9479942598968610	8662	585	0	mediocre	good	good	good	good	OPG198:230-283	FALSE
OR804473	OR804473.1	MPV/PT0703/2023	2023-08-10	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9588355501016690	7330	603	0	mediocre	good	good	good	good		FALSE
OR804472	OR804472.1	MPV/PT0702/2023	2023-08-08	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9666090289996910	5757	603	0	good	good	good	good	good		FALSE
OR804471	OR804471.1	MPV/PT0701/2023	2023-08-07	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9829926626066760	2166	613	0	good	good	good	good	good		FALSE
OR804470	OR804470.1	MPV/PT0700/2023	2023-08-08	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9800313373121920	2328	602	0	good	good	good	good	good		FALSE
OR804469	OR804469.1	MPV/PT0698/2023	2023-08-07	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9049232033020810	17968	580	0	mediocre	good	good	good	good		FALSE
OR804468	OR804468.1	MPV/PT0696/2023	2023-07-24	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9177471616406960	15475	573	0	mediocre	good	good	good	good		FALSE
OR804467	OR804467.1	MPV/PT0694/2023	2023-07-18	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9674051387107080	5546	604	0	good	good	good	good	good		FALSE
OR804466	OR804466.1	MPV/PT0691/2023	2023-07-15	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9693168161696470	5131	606	0	good	good	good	good	good		FALSE
OR804465	OR804465.1	MPV/PT0689/2023	2023-07-17	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9440999143041140	9998	583	0	mediocre	good	good	good	good		FALSE
OR804464	OR804464.1	MPV/PT0686/2023	2023-07-13	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9399317475368770	10878	585	0	mediocre	good	good	good	good	OPG198:230-283	FALSE
OR804463	OR804463.1	MPV/PT0685/2023	2023-07-13	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al		Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9558184464197880	7787	598	0	mediocre	good	good	good	good		FALSE
OR790440	OR790440.1	CU06/P2	2023-08-01	Asia	Thailand			Homo sapiens	2023-11-29		Puenpa et al		Puenpa,J.,Vongpunsawad,S.,Intharasongkroh,D.,Chaiwanichsiri,D.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Chulalongkorn University, Department of Pediatrics	IIb	hMPXV-1	A.1.1	0.001460379597280040	0	3	0	good	good	good	good	good		FALSE
OR790439	OR790439.1	CU06/P1	2023-08-01	Asia	Thailand			Homo sapiens	2023-11-29		Puenpa et al		Puenpa,J.,Vongpunsawad,S.,Intharasongkroh,D.,Chaiwanichsiri,D.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Chulalongkorn University, Department of Pediatrics	IIb	hMPXV-1	A.1	0.0016936346718456100	0	1	0	good	good	good	good	good		FALSE
